gene_name,1cell_A.x,1cell_B.x,2cell_A.x,2cell_B.x,1cell_A.y,1cell_B.y,2cell_B.y,2cell_A.y
nceh-1,5,0,0,0,1,1,1,1
Y43F8A.5,0,1,1,0,1,1,1,1
Y43F8B.1,1,0,0,0,1,1,1,1
Y43F8B.2,105,190,138,49,4,6,1,8
Y43F8B.3,0,1,0,0,1,1,1,1
mrp-7,1486,2658,1135,413,234,294,192,160
Y43F8C.13,0,0,0,2,1,1,1,1
ani-3,1134,1384,696,259,83,88,2,10
Y43F8C.3,7,35,18,6,3,4,1,3
dyf-19,4,0,0,0,1,1,1,1
Y43F8C.6,80,60,33,24,23,26,8,2
Y43F8C.7,594,542,299,176,29,37,2,2
mrps-28,292,244,116,71,11,14,1,1
Y43F8C.9,10,4,0,6,1,1,1,1
Y43H11AL.1,799,1455,564,181,57,80,51,44
laat-1,176,556,257,51,67,78,103,68
pqn-85,485,2006,609,182,231,220,180,165
Y44A6B.3,3,3,2,2,1,1,1,1
ttr-13,0,0,1,0,1,1,1,1
Y44A6C.1,172,204,147,42,3,6,4,2
Y44A6C.2,17,12,8,3,1,1,1,2
Y44A6D.3,13,13,1,4,1,1,1,1
Y44A6D.6,0,3,0,0,1,1,1,1
Y44E3A.1,58,30,50,29,3,4,1,3
trx-4,252,485,383,171,21,17,32,15
cdap-2,73,224,96,38,45,40,55,46
edc-4,537,2270,502,183,99,84,120,119
zip-4,1132,1775,840,320,30,40,5,9
tyr-5,25,111,18,14,6,2,4,1
Y44F5A.1,278,173,156,77,36,36,2,4
puf-3,4330,3493,2413,1091,87,145,5,36
afmd-2,1,15,8,1,1,1,1,1
seld-1,224,423,162,84,31,26,8,8
tbc-9,1094,1059,582,269,90,121,2,8
Y45F10A.7,3,10,2,0,1,1,1,1
qui-1,0,2,0,0,1,1,1,1
Y45F10C.1,0,0,5,0,1,2,1,1
fbxa-215,7212,6056,5099,2097,313,368,43,45
Y45F10C.6,3,4,2,0,1,1,1,1
icap-1,4,5,1,5,1,1,1,2
lact-9,81,212,130,32,9,7,14,18
rpl-18,964,791,928,523,32,24,2,7
Y45F10D.14,28,8,2,8,1,2,1,1
gly-10,1090,1037,640,346,77,96,3,8
Y45F10D.4,914,623,620,376,20,24,5,5
Y45F10D.7,859,1181,566,259,59,97,5,24
sas-6,1243,2214,923,488,95,102,86,77
Y45F3A.1,18,17,3,1,4,1,1,1
rab-30,146,844,219,33,6,7,21,14
acdh-11,657,2065,623,242,41,33,41,35
Y45F3A.4,10,62,6,5,1,1,6,5
Y45F3A.5,6,0,0,0,1,1,1,1
Y45F3A.8,0,0,1,0,1,2,1,1
Y45F3A.9,208,285,125,51,9,8,4,2
nuo-5,2164,2250,943,524,137,171,6,52
Y45G12B.2,315,822,270,67,19,16,31,13
Y45G12B.3,160,209,61,41,11,13,1,2
gst-10,3,4,0,0,1,1,1,2
Y45G5AL.1,1037,1667,809,354,43,37,7,14
lgc-29,4,2,1,1,1,1,1,1
nhr-114,7,8,3,0,1,1,1,1
Y45G5AM.2,1202,1872,547,245,57,88,10,30
Y45G5AM.3,39,86,13,10,1,3,3,1
Y45G5AM.6,21,15,26,3,2,4,1,1
Y45G5AM.7,728,1114,716,274,48,64,22,22
coh-4,249,358,239,93,14,12,4,2
Y45G5AM.9,1524,1664,1062,381,76,87,15,24
fbxc-51,102,115,84,45,5,3,1,2
Y46D2A.3,1,0,0,0,1,1,1,1
Y46E12BL.2,1116,796,367,293,72,103,6,24
spsb-2,3059,3422,2111,848,74,84,3,6
spsb-1,86,159,63,18,40,56,58,64
cnp-2,0,0,0,2,1,1,1,1
vps-2,1360,1438,678,452,76,78,57,54
tiar-2,103,159,57,15,69,50,123,81
Y46G5A.14,0,1,0,0,1,1,1,1
Y46G5A.15,29,49,23,6,2,3,1,2
cpt-1,3392,5287,1985,798,236,259,42,81
Y46G5A.18,432,393,204,82,17,35,2,2
spds-1,17,10,1,1,1,1,1,1
tbc-17,144,596,177,28,28,30,22,23
cox-10,13,19,7,10,4,13,1,2
acl-7,20,17,12,0,1,1,2,1
pes-10,0,0,2,0,4,2,1,1
Y46G5A.28,0,2,0,0,1,1,1,1
snf-5,1,6,7,0,1,1,1,1
gsy-1,1301,1506,652,310,146,154,3,22
Y46G5A.34,55,44,56,39,1,1,1,2
alkb-7,324,242,209,93,11,9,6,10
Y46G5A.39,0,1,0,0,1,1,1,1
snrp-200,942,3698,1167,361,331,340,416,405
pisy-1,869,1624,844,274,38,47,32,43
Y46G5A.7,14,9,10,1,1,1,1,1
Y46G5A.8,478,851,392,118,7,8,6,8
hsp-16.41,1,3,8,0,1,1,1,1
hsp-16.2,1,2,7,2,1,1,1,1
Y46H3A.5,1,0,0,0,1,1,1,1
gly-7,1697,1746,679,322,84,120,27,21
mrpl-39,306,163,113,75,18,24,1,1
clec-205,0,4,0,0,1,1,1,1
clec-204,0,1,0,0,1,1,1,1
Y46H3C.5,229,236,83,65,6,6,1,3
Y46H3C.7,7,1,10,0,4,3,1,1
Y46H3D.1,0,1,0,0,1,1,1,1
nhr-237,7,16,17,3,1,3,2,2
nhr-238,0,1,0,0,1,1,1,1
ttc-37,272,236,157,51,14,34,29,11
Y47A7.2,2,3,0,0,1,2,1,1
Y47C4A.1,1,6,0,0,1,1,1,1
Y47D3A.1,34,50,16,18,1,2,4,4
wht-8,0,1,0,0,1,1,1,1
tbx-37,0,0,0,1,1,1,1,1
Y47D3A.14,337,391,163,106,15,15,13,6
aakb-2,48,60,30,14,33,30,13,10
rsks-1,180,126,132,81,122,142,6,9
obr-1,808,1257,364,104,21,33,38,34
fbxa-128,36,97,34,9,2,3,1,1
Y47D3A.20,254,331,218,99,11,14,13,14
Y47D3A.21,144,195,89,51,17,28,36,18
mib-1,176,321,167,47,8,6,1,1
gly-9,164,126,70,41,61,66,2,4
rab-35,383,396,231,132,13,29,3,1
smc-3,1017,2967,904,250,239,182,318,246
teg-1,148,175,103,42,43,21,4,7
mcm-10,707,1453,567,221,57,55,70,60
pola-1,1330,4856,1269,406,277,231,189,200
elo-8,2,4,2,1,1,1,1,1
cku-70,1243,3204,1057,440,89,54,57,67
tra-1,483,653,241,236,119,187,8,33
dpy-18,436,1416,429,123,11,11,31,15
plr-1,93,131,81,38,8,6,2,2
Y47D3B.4,11,26,9,2,1,2,1,1
twk-31,9,5,3,3,2,1,1,1
Y47D3B.6,4,10,9,0,1,1,1,1
sbp-1,241,322,270,92,29,30,6,10
bed-2,109,193,263,58,38,23,40,40
skr-7,489,1002,559,267,17,35,66,38
rft-2,1360,943,735,322,35,56,1,4
rft-1,0,4,7,3,2,6,1,3
skr-14,207,278,270,146,8,14,17,10
Y47D9A.1,1204,1040,807,353,44,47,1,6
scpl-3,219,304,249,80,9,13,1,1
inx-21,615,729,808,218,38,64,3,2
spg-7,476,526,276,214,113,106,80,92
msh-6,1729,3167,1140,416,188,208,84,94
sep-1,1018,3389,1129,349,147,147,154,162
Y47G6A.13,0,2,0,0,1,1,1,1
Y47G6A.14,455,1243,496,162,37,42,33,27
Y47G6A.15,3,0,0,1,1,1,1,1
ccep-290,0,2,0,0,1,1,1,1
Y47G6A.18,661,1451,535,154,44,47,32,30
Y47G6A.19,3,6,0,0,1,2,1,1
inx-22,2049,2446,2101,859,100,106,13,17
rnp-6,1758,3741,1595,442,142,143,147,147
Y47G6A.21,236,165,190,133,11,12,1,2
Y47G6A.22,302,229,266,141,4,6,1,2
lpd-3,1084,1298,622,318,168,277,88,85
mis-12,758,1858,947,253,61,51,102,72
Y47G6A.25,998,1086,793,377,48,39,1,6
tag-63,417,687,284,128,26,18,19,21
Y47G6A.3,31,76,15,18,1,3,2,1
Y47G6A.31,141,484,257,52,2,8,1,3
Y47G6A.33,10,7,7,5,1,1,1,1
rde-10,1311,2838,993,316,45,72,59,55
Y47G6A.5,11,13,4,3,1,3,1,1
pcaf-1,976,1943,750,246,97,65,135,89
Y47G6A.7,146,156,82,59,4,10,1,1
crn-1,2305,5049,2027,679,115,125,250,234
Y47G6A.9,344,581,313,148,24,14,11,22
Y47G7B.2,53,151,63,16,1,1,2,2
clp-3,5,5,2,1,1,1,1,1
Y47H10A.2,10,14,6,2,2,6,1,3
Y47H9B.2,5,17,5,9,1,1,1,1
Y47H9C.1,3,0,3,4,3,1,1,2
fbxa-216,5,12,1,0,1,1,1,1
Y47H9C.12,0,3,0,0,1,1,1,1
dhhc-2,11,4,9,1,2,1,1,1
ced-1,602,2197,624,247,137,79,50,77
dnj-27,563,629,531,132,13,36,11,18
csp-3,0,1,0,0,1,1,1,1
eif-2Bbeta,584,1182,748,275,60,45,50,42
Y47H9C.8,551,1031,566,178,28,24,21,27
Y48A5A.1,441,566,230,146,11,28,9,28
ulp-3,121,110,106,64,4,6,1,1
Y48A5A.3,112,92,84,39,4,6,2,1
zig-5,0,2,0,1,1,1,1,1
rsa-2,2177,5117,1680,758,226,192,187,253
spat-2,695,670,333,189,185,164,2,17
Y48A6B.3,831,800,806,562,45,67,13,23
fipr-17,2,1,0,0,1,1,1,1
exos-1,435,498,315,182,10,10,3,3
kvs-4,18,8,3,2,1,1,1,2
Y48A6B.7,1,2,7,0,1,1,1,1
Y48A6B.9,0,2,1,0,1,1,1,1
sup-35,73,247,85,29,62,59,88,86
Y48A6C.4,197,276,131,72,77,59,29,29
pha-1,21,25,19,9,8,15,1,1
Y48A6C.6,6,8,0,0,1,1,1,1
Y48A6C.8,0,4,3,0,1,1,1,1
Y48B6A.1,760,777,401,223,30,44,3,11
Y48B6A.10,5,120,12,10,3,4,3,3
jmjd-2,1378,1882,678,299,141,152,128,184
men-1,1304,1737,965,368,87,96,9,21
Y48B6A.13,708,1087,294,209,20,25,5,6
hmg-1.1,1453,4741,1573,360,202,173,184,127
rpl-43,164,187,289,178,10,4,1,4
xrn-2,210,390,129,73,64,58,64,62
Y48B6A.5,0,3,0,0,1,1,1,1
efhd-1,95,85,58,20,3,14,1,1
ace-4,0,0,1,0,1,1,1,1
ace-3,2,7,0,0,1,1,1,1
mrpl-20,646,475,342,179,38,27,5,3
dmsr-3,16,9,3,3,1,1,1,2
Y48C3A.12,257,394,182,68,142,132,109,117
Y48C3A.14,456,601,249,82,70,89,90,79
pinn-4,220,191,113,85,4,8,1,4
efl-2,12,51,35,14,36,30,59,29
Y48C3A.18,194,181,144,78,12,7,3,2
Y48C3A.20,437,270,173,125,26,63,2,7
Y48C3A.3,33,21,6,1,4,5,1,1
ztf-22,177,259,153,39,9,21,5,8
Y48C3A.5,5,3,1,1,1,3,1,1
mac-1,544,765,272,101,18,24,11,10
sam-10,171,207,62,37,58,57,44,37
rpoa-1,512,427,215,120,57,72,4,17
ddl-2,22,8,17,15,22,33,1,12
gst-20,45,74,37,30,3,4,1,1
fbxc-23,8,4,5,0,1,1,1,1
csc-1,809,1028,497,387,30,23,26,24
csp-1,2,1,0,0,1,1,1,1
snx-14,485,1233,407,135,33,49,10,18
Y48E1B.17,8,13,1,0,3,4,1,3
Y48E1B.2,315,435,114,86,12,25,11,16
Y48E1B.3,149,406,152,54,34,21,9,4
mrpl-37,284,207,160,48,15,12,1,1
lin-38,62,44,43,18,115,146,144,136
Y48E1B.8,0,4,0,0,1,1,1,1
Y48E1C.1,431,1175,435,151,37,23,10,10
Y48E1C.2,439,1827,487,122,20,23,36,39
Y48E1C.4,208,157,146,112,16,10,1,1
Y48G10A.1,711,1848,647,206,47,40,89,84
Y48G10A.2,579,1812,697,216,43,38,71,65
Y48G10A.3,478,293,325,196,20,30,3,5
Y48G10A.4,542,1589,360,146,70,53,62,65
Y48G10A.6,4,0,0,0,1,1,1,1
Y48G1A.1,164,176,77,29,15,19,6,13
Y48G1A.2,938,997,820,424,35,25,1,7
daf-25,353,683,321,91,19,15,13,9
nol-14,345,289,135,82,25,40,19,20
xpo-2,1220,5888,1722,435,313,257,227,219
mbtr-1,348,1439,391,86,36,37,57,37
snpc-3.3,19,41,17,10,2,1,1,1
atm-1,494,1031,317,150,143,144,61,41
Y48G1BL.7,0,1,0,0,1,1,1,1
Y48G1BL.8,21,15,27,2,2,1,1,1
snpc-3.2,70,138,39,14,5,5,2,1
Y48G1BM.7,0,0,1,0,1,1,1,1
Y48G1BR.1,5,3,3,0,1,3,1,1
pid-2,566,2038,635,144,49,22,46,40
Y48G1C.10,125,217,84,20,47,31,2,9
Y48G1C.12,64,113,53,16,8,17,14,4
csk-1,295,839,287,77,103,110,12,24
pgs-1,855,831,584,262,35,36,13,15
Y48G1C.5,0,1,0,1,1,1,1,1
Y48G1C.6,32,13,15,3,1,3,1,2
Y48G1C.8,1420,1993,693,334,243,292,41,80
Y48G1C.9,457,464,462,321,51,43,2,8
Y48G8AL.10,851,943,572,269,57,80,1,17
haf-6,134,116,35,12,7,9,1,3
Y48G8AL.13,562,720,350,252,17,24,9,12
aps-3,505,621,576,261,74,73,49,33
Y48G8AL.15,95,117,96,33,1,3,1,2
herc-1,487,2167,586,163,93,68,77,88
Y48G8AL.5,120,136,79,39,104,78,13,35
smg-2,275,925,330,115,98,105,72,80
Y48G8AL.7,207,132,219,83,14,4,10,5
rpl-17,1185,1607,1100,473,47,36,1,5
grh-1,0,0,0,2,1,1,1,1
Y48G8AR.2,3,30,6,1,3,4,1,3
Y48G9A.11,81,94,49,21,7,4,10,2
gcn-1,372,434,173,86,69,85,3,12
frl-1,108,180,62,20,17,17,8,30
Y48G9A.7,3,5,1,4,1,1,1,1
ppk-2,677,1007,523,171,23,32,7,6
Y48G9A.9,16,28,22,9,2,6,1,1
efhc-1,1,0,0,0,1,1,1,1
Y49A10A.2,63,84,59,23,5,10,10,13
cept-2,125,177,107,35,91,90,84,77
vha-13,2540,2439,1475,628,168,204,1,37
Y49A3A.3,467,295,323,179,26,31,3,5
Y49A3A.4,9,1,0,0,1,2,1,1
cyn-1,305,294,240,129,19,18,1,4
ugt-29,9,10,6,1,1,1,1,1
rpt-6,1785,2374,1065,540,90,129,16,15
Y49E10.10,0,2,0,0,1,2,1,1
tat-1,785,1790,481,210,135,192,15,23
pie-1,1968,7118,2950,1044,245,156,190,187
snr-6,1384,1831,1672,733,51,53,53,45
Y49E10.16,21,29,3,0,1,1,1,1
Y49E10.18,0,4,6,2,1,1,1,1
ani-1,2109,4133,1602,643,267,315,98,166
glrx-5,197,168,195,108,9,11,3,7
scav-3,1311,2289,955,243,73,64,125,92
Y49E10.21,117,134,76,12,87,107,86,67
pstk-1,97,35,62,32,1,6,2,1
cccp-1,7,13,6,2,2,1,1,1
arrd-16,0,8,0,0,2,1,1,1
Y49E10.25,0,1,0,0,1,1,1,1
Y49E10.29,0,1,0,0,1,1,1,1
Y49E10.30,14,6,2,4,2,3,1,1
pph-4.2,902,3219,1033,206,100,82,77,104
Y49E10.4,1083,1496,726,355,30,57,13,9
his-72,3175,5977,3131,897,121,113,200,149
wago-11,0,3,1,0,1,1,1,1
Y49F6A.5,15,27,17,5,5,7,1,1
cyh-1,15,65,39,16,71,33,84,73
Y49F6B.19,1,0,1,0,1,1,1,1
Y49F6B.2,104,64,63,31,11,9,1,1
smu-2,2021,1948,915,550,56,64,46,38
sdz-32,0,0,3,0,1,1,1,1
Y49F6B.9,547,790,356,162,20,26,48,37
bath-9,93,289,113,50,10,2,8,6
bath-10,0,6,1,0,1,1,1,1
Y49F6C.6,1,0,0,0,1,2,1,1
Y49F6C.8,822,1362,698,313,40,31,63,61
Y49G5B.1,22,76,61,11,39,37,5,14
mgl-3,0,16,0,0,1,1,1,1
Y4C6A.3,4858,5322,3159,1257,80,115,53,29
Y4C6A.4,5,2,2,0,3,1,3,1
Y4C6B.1,475,1101,511,168,117,84,58,63
Y4C6B.2,0,0,0,1,1,1,1,1
Y4C6B.5,170,345,202,64,10,18,26,23
Y4C6B.7,0,0,1,0,1,1,1,1
otub-2,163,775,244,65,58,60,30,32
Y50C1A.2,9,8,2,3,1,1,1,1
Y50D4A.10,0,14,0,0,1,1,1,1
Y50D4A.1,1420,1083,598,406,61,54,19,35
wrb-1,440,530,403,164,27,25,3,6
Y50D4A.4,690,1163,477,156,25,21,19,30
Y50D4A.5,2,1,1,0,1,1,1,1
Y50D4A.6,3,7,0,8,1,1,1,1
Y50D4B.1,4,7,0,0,1,1,1,1
Y50D4B.2,18,9,7,1,1,2,2,1
unc-34,176,350,147,59,135,117,131,125
Y50D4C.3,76,127,92,28,13,22,22,15
sqv-6,200,224,160,87,83,129,1,10
Y50D4C.5,176,273,120,111,91,95,15,30
Y50D4C.6,387,942,247,87,17,10,22,24
Y50D7A.1,118,148,63,21,18,23,1,3
Y50D7A.10,400,497,337,127,20,7,6,6
xpd-1,118,122,61,53,96,87,104,88
Y50D7A.3,138,183,100,72,105,125,3,6
hpo-29,361,220,136,83,36,71,1,5
hpo-38,1,3,5,0,1,1,1,1
klp-20,47,36,7,9,3,6,1,1
Y50D7A.8,191,194,88,50,50,55,1,8
taco-1,276,302,193,99,22,36,1,6
Y50E8A.11,0,0,0,1,1,1,1,1
Y50E8A.12,5,6,10,4,1,1,1,1
haf-7,20,25,6,3,9,9,2,4
oig-3,0,4,2,7,1,1,1,1
unc-61,1757,4327,1555,519,214,168,159,140
scrm-7,0,2,0,0,1,1,1,1
ttr-25,0,0,1,0,1,1,1,1
srg-34,0,0,5,0,1,1,1,1
grdn-1,146,260,136,41,20,20,4,5
nhr-70,236,287,156,63,11,14,4,6
slo-1,1,2,2,2,1,1,1,1
Y51A2D.21,7,16,3,9,1,1,1,1
hmit-1.1,3,0,2,0,1,1,1,1
Y51A2D.7,256,892,297,69,27,27,35,32
arrd-2,160,236,147,81,14,5,2,4
spe-48,569,908,442,148,29,26,9,11
Y51F10.11,54,83,32,26,24,34,40,18
Y51F10.2,11093,12303,7387,3556,252,293,1,35
Y51F10.3,82,225,92,51,48,53,3,3
Y51F10.4,525,875,461,195,55,61,74,53
hex-4,440,753,450,175,73,75,69,52
cup-14,890,2319,858,264,166,104,109,133
Y51H1A.3,1173,1221,1093,435,24,41,9,14
ing-3,805,702,374,218,74,87,11,28
hda-10,413,1103,337,139,33,21,49,47
mcd-1,594,1307,347,106,93,89,128,143
set-26,313,281,104,119,101,104,10,38
Y51H4A.13,1,1,0,3,1,1,1,1
Y51H4A.15,311,405,206,95,29,40,1,6
sta-1,16,35,9,6,1,5,3,1
Y51H4A.23,0,2,0,0,1,1,1,1
rho-1,325,309,197,167,77,95,2,16
zip-7,2,15,0,4,1,1,1,1
Y51H7BR.8,0,2,0,0,1,1,1,1
Y51H7C.10,0,1,0,0,1,1,1,1
nol-6,271,212,103,64,28,43,1,4
Y51H7C.12,2,5,4,0,1,1,3,1
Y51H7C.15,377,549,80,76,4,2,1,2
Y51H7C.3,823,530,900,545,26,56,1,6
Y51H7C.41,7,15,3,4,2,3,3,4
alkb-1,155,146,129,66,9,4,1,1
cogc-4,1407,2782,757,332,62,66,59,41
Y51H7C.7,394,291,265,138,24,29,16,5
Y51H7C.8,0,0,1,0,1,1,1,1
Y51H7C.9,0,0,0,16,1,1,1,1
spe-38,1,1,0,0,1,1,1,1
Y52B11A.10,115,183,84,48,11,12,4,2
Y52B11A.11,0,2,0,0,1,1,1,1
impt-1,1075,1142,447,187,28,29,7,11
Y52B11A.3,569,1344,526,139,41,42,53,59
mltn-2,13,17,2,1,1,1,3,1
Y52B11A.8,1680,3242,1917,816,32,44,35,37
dxbp-1,1703,2271,898,447,70,64,74,44
Y52B11C.1,229,158,139,65,13,15,1,4
strd-1,543,1324,504,173,41,44,21,15
Y52E8A.1,0,5,0,1,1,1,1,1
Y52E8A.2,587,395,615,238,33,39,7,10
Y52E8A.3,13,0,0,3,3,1,1,1
plep-1,0,2,0,0,1,1,1,1
hsf-1,1256,2911,897,169,140,155,251,244
rga-2,27,31,7,3,5,4,2,2
Y53C10A.5,56,109,45,13,4,3,1,1
Y53C10A.6,707,4598,1091,206,124,107,142,127
abt-5,0,10,2,0,1,2,1,1
wee-1.3,1508,2130,1207,321,136,166,15,21
Y53C12A.10,284,311,242,110,32,23,1,2
Y53C12A.11,4,2,3,0,1,1,1,2
glt-5,0,2,0,0,1,1,1,1
Y53C12A.3,620,1390,651,221,36,30,26,36
mop-25.2,556,665,379,110,47,54,5,9
Y53C12A.7,0,3,0,0,1,1,1,1
Y53C12B.1,1128,1175,620,257,56,73,8,12
pno-1,1446,2075,1110,407,36,50,3,6
nos-3,1052,1802,507,245,289,279,74,55
mab-3,1,6,8,0,1,2,1,1
cutl-2,14,26,4,0,2,2,1,2
Y53C12B.7,5,4,0,0,1,1,1,1
Y53F4B.1,15,16,3,0,1,1,1,1
Y53F4B.11,10,7,1,0,1,1,1,1
Y53F4B.12,3,1,1,0,1,1,1,1
Y53F4B.13,272,607,290,92,150,135,188,162
Y53F4B.14,89,88,66,35,10,11,2,4
trip-4,361,517,349,152,18,19,6,8
Y53F4B.18,175,201,101,49,54,43,7,15
Y53F4B.19,4,13,3,0,1,1,2,1
elo-9,3,2,0,0,1,1,1,1
Y53F4B.20,8,9,4,2,1,1,1,1
Y53F4B.21,303,376,100,63,73,74,12,36
arp-1,1047,1501,873,337,72,79,13,18
pole-4,777,2614,556,243,41,19,54,28
gst-27,0,1,0,0,1,1,1,1
gst-39,5,0,0,1,1,1,1,1
gst-32,6,14,9,4,1,1,1,1
Y53F4B.39,174,227,91,54,26,14,28,25
metl-2,26,8,10,2,3,5,1,2
Y53F4B.43,0,3,0,0,1,1,1,1
nsun-5,324,629,166,132,16,16,5,15
Y53F4B.62,0,0,1,0,1,1,1,1
Y53F4B.9,514,1507,412,154,48,48,35,44
Y53G8AL.1,12,35,9,9,4,1,1,1
Y53G8AL.2,986,1399,949,338,70,66,39,29
Y53G8AL.4,3,1,3,4,1,1,1,1
Y53G8AM.2,5,1,1,3,4,1,3,1
Y53G8AM.8,86,143,138,49,5,6,5,2
Y53G8AR.1,0,0,0,7,1,1,1,1
phf-15,433,986,380,106,81,74,12,17
ral-1,387,799,382,94,29,34,42,33
Y53G8AR.5,155,228,90,42,12,25,3,4
Y53G8AR.6,209,262,168,51,69,62,90,100
Y53G8AR.7,0,3,0,0,1,1,1,1
Y53G8AR.8,142,176,89,36,10,5,1,2
Y53G8AR.9,28,20,4,12,90,78,87,75
Y53G8B.1,14,14,23,4,3,1,1,1
Y53G8B.2,364,413,269,135,21,34,5,7
nipa-1,476,608,301,84,39,63,1,5
rsy-1,235,386,145,72,13,15,20,6
Y53H1A.2,295,492,212,84,16,16,13,20
nfya-2,1185,1088,822,307,23,27,35,35
cutl-10,3,3,0,0,1,1,1,1
aat-9,123,667,308,49,79,57,58,74
ego-2,612,639,264,164,85,118,2,17
Y54E10A.10,811,490,480,365,38,38,1,6
Y54E10A.11,593,1135,398,191,61,52,56,67
Y54E10A.12,670,569,372,192,54,47,20,18
rom-5,649,716,419,209,33,26,9,6
cdt-1,244,1832,501,78,158,139,188,163
mab-31,3,7,16,1,2,3,5,1
Y54E10A.17,25,16,12,2,4,2,1,1
cogc-1,288,596,239,67,88,84,118,112
txl-1,1013,3771,1440,364,70,64,128,145
fog-1,512,512,238,100,24,23,4,2
dnc-6,622,1491,875,242,35,32,83,67
Y54E10A.6,840,1447,398,190,62,65,7,13
mrpl-17,459,522,453,202,30,60,4,7
vbh-1,368,588,266,76,71,105,10,46
col-48,1,7,0,1,1,1,1,1
dnj-28,525,948,346,153,45,73,24,34
nduf-5,448,587,660,301,27,28,13,12
mek-2,35,110,87,15,60,32,52,58
pign-1,404,1072,366,110,25,35,25,22
Y54E10BR.2,337,430,323,144,42,50,18,11
Y54E10BR.3,1008,1453,714,306,50,56,39,38
Y54E10BR.4,373,393,378,123,18,16,2,5
sec-11,1392,1935,1362,488,109,117,95,80
rpb-7,1088,3610,1541,333,49,51,103,60
mod-5,0,10,0,0,1,1,1,1
ztf-23,963,1318,713,290,32,24,19,14
npr-34,8,29,14,3,2,2,1,1
Y54E2A.10,7,8,3,3,1,1,1,1
eif-3.B,774,1192,488,233,49,83,8,17
tbc-20,349,755,522,178,47,61,12,14
smg-9,153,550,202,31,19,16,23,18
tac-1,811,1186,450,272,15,28,10,10
Y54E2A.4,427,517,181,118,55,84,1,13
Y54E2A.8,516,386,164,115,15,22,2,2
ttm-5,1,7,8,1,1,1,2,1
Y54E5A.2,19,7,0,6,1,1,1,1
npp-4,355,1798,696,104,54,46,85,116
Y54E5A.5,313,268,236,93,18,16,3,2
dus-2,72,116,68,40,9,9,3,6
Y54E5A.7,572,1844,651,124,79,59,78,56
Y54E5A.8,47,85,20,13,1,2,2,1
smp-1,101,384,154,41,11,20,4,5
Y54E5B.2,150,151,120,63,15,17,3,4
let-49,1195,2100,860,264,54,45,87,78
ubc-16,303,396,263,115,33,24,6,5
Y54F10AL.1,484,592,268,99,49,56,1,4
smg-6,1844,2259,1060,506,132,132,31,53
nhr-239,11,10,0,0,1,1,1,1
rbc-2,419,585,246,96,139,170,54,77
Y54F10AM.11,545,1784,305,123,32,21,21,29
feh-1,1,31,9,0,2,1,1,1
ceh-44,554,907,370,131,78,71,61,59
Y54F10AM.5,943,965,789,338,44,51,13,8
Y54F10AM.6,4,0,0,0,1,1,1,1
Y54F10AM.8,0,3,1,0,1,1,1,1
Y54F10AR.1,551,716,188,148,48,51,1,6
Y54F10AR.2,703,913,494,194,17,36,2,2
fbxa-42,0,2,0,0,1,1,1,1
ppm-1.D,178,576,149,58,156,111,156,131
Y54F10BM.12,12,36,12,2,1,1,1,1
Y54F10BM.13,131,258,98,33,3,2,3,5
phf-5,2,11,6,7,17,12,4,4
iffb-1,865,777,344,317,78,95,16,27
Y54F10BM.3,6,5,1,1,5,4,1,1
Y54F10BM.9,231,450,228,72,28,29,26,15
Y54G11A.1,138,50,47,33,56,80,1,16
lin-7,100,45,69,53,23,27,3,3
Y54G11A.11,448,898,455,163,37,19,12,10
ctl-3,31,182,10,2,2,4,2,2
Y54G11A.14,2,12,2,4,3,1,1,1
Y54G11A.17,442,389,280,209,15,16,3,6
Y54G11A.19,40,38,69,73,3,3,1,1
Y54G11A.2,216,361,210,116,48,61,67,59
Y54G11A.3,1897,3221,1116,498,65,107,23,31
Y54G11A.4,2,4,0,0,1,1,1,1
ctl-2,3,7,0,0,1,2,1,1
ctl-1,0,0,1,0,1,1,1,1
Y54G11A.7,163,316,108,16,6,4,7,4
ddl-3,453,413,336,185,29,41,2,6
Y54G11A.9,202,176,139,88,8,8,5,1
dmsr-6,3,8,2,0,1,1,1,1
lin-22,0,0,1,0,1,1,1,1
Y54G2A.10,1,3,0,4,1,1,1,1
Y54G2A.11,59,45,17,6,1,3,3,1
Y54G2A.12,418,743,317,154,32,29,23,12
Y54G2A.16,15,34,23,8,2,1,1,1
nprt-1,392,1580,526,131,67,33,21,24
Y54G2A.18,1621,5415,1834,571,54,60,110,128
Y54G2A.19,69,154,39,18,1,2,2,2
fbxc-45,85,95,68,36,3,6,1,2
manf-1,1627,1001,1076,562,52,91,3,12
lad-2,2,13,11,4,1,1,1,1
Y54G2A.26,644,1116,248,108,64,86,10,25
Y54G2A.28,2,9,5,1,1,1,1,1
ndnf-1,0,6,0,0,1,1,1,1
atln-1,847,2347,665,223,125,82,79,86
ubc-13,1023,1591,701,284,52,106,7,13
ser-6,5,0,2,0,1,1,1,1
Y54G2A.36,1,3,0,0,1,4,1,1
vrp-1,0,1,0,0,1,1,1,1
samt-1,170,302,120,47,2,5,3,2
Y54G2A.44,0,1,0,1,1,1,1,1
Y54G2A.45,1,2,0,0,1,1,1,1
Y54G2A.50,5,4,2,2,1,1,1,1
dml-1,0,17,5,1,1,1,1,1
Y54G2A.7,1,0,0,0,1,1,1,1
Y54G2A.73,67,90,46,12,18,12,7,3
Y54G2A.75,1259,4311,2172,756,62,54,95,98
sre-46,1,6,0,0,1,1,1,1
